Gender,Team tier,Team,Rider,Nationality,Age,Date of birth,Place of birth,Height (m),Weight (kg),Wins,UCI rank,Top result 1,Top result 2,Top result 3,Previous team 1,Previous team 2,Previous team 3,Previous team 4,Previous team 5,Previous team 6,Previous team 7,Previous team 8,Previous team 9,Previous team 10,Previous team 11,Previous team 12,Previous team 13,Previous team 14,Specialty 1,Specialty 2
M,PT,Team Polti VisitMalta,GIULIANO Dario,France,21,4 February 2005,Monein,1.80,64,0,,15th Clàssica Terres de l'Ebre ('26),10th National Championships France MU - Road Race ('24),13th stage Giro di Sardegna ('26),Caja Rural - Alea,Team Polti Kometa U23,Team 31 Jolly Cycles,,,,,,,,,,,,Oneday,
M,PT,Team Polti VisitMalta,GÓMEZ Germán Darío,Colombia,25,8 March 2001,Betulia,1.76,65,0,,6th GC Presidential Cycling Tour of Türkiye ('25),3rd Pan American Youth Games Road Race U23 ('21),3rd Trofeo Piva ('22),Team Polti Kometa,GW Shimano-Sidermec,Colombia Tierra de Atletas - GW Bicicletas - Shimano,Colombia Tierra de Atletas - GW Bicicletas,,,,,,,,,,,GC,
M,PT,Team Polti VisitMalta,LONARDI Giovanni,Italy,29,9 November 1996,Verona,1.80,70,5,128,stage Presidential Cycling Tour of Türkiye ('24),stage Tour of Antalya ('20),stage Tour of Istanbul ('25),Team Polti Kometa,EOLO-Kometa,Bardiani-CSF-Faizanè,Nippo Vini Fantini Faizanè,Zalf Euromobil Désirée Fior,,,,,,,,,,Sprint,
M,PT,Team Polti VisitMalta,MAESTRI Mirco,Italy,34,26 October 1991,Guastalla,1.85,76,1,,"2x 2nd stage Giro d'Italia ('26, '25)",GC Tour of Rhodes ('18),stage Tour of China I ('19),Team Polti Kometa,EOLO-Kometa,Bardiani-CSF-Faizanè,Bardiani - CSF,,,,,,,,,,,Hills,
M,PT,Team Polti VisitMalta,MIFSUD Andrea,mt,27,28 May 1999,Grasse,1.72,58,0,,9th Visit South Aegean GP ('26),5th stage Tour des Alpes-Maritimes ('25),10th Tour des Alpes-Maritimes ('26),Nice Métropole Côte d'Azur,Swiss Racing Academy,CR4C Roanne,,,,,,,,,,,,Hills,
M,PT,Team Polti VisitMalta,MUÑOZ Francisco,Spain,24,24 June 2001,Oviedo,1.81,71,0,,10th GC Tour of Istanbul ('25),11th GC Etoile de Bessèges ('26),13th La Roue Tourangelle ('26),Team Polti Kometa,EOLO-Kometa,EOLO-Kometa U23,Bathco Cycling Team,,,,,,,,,,,GC,
M,PT,Team Polti VisitMalta,PESENTI Thomas,Italy,26,16 October 1999,Fidenza,1.69,59,0,,2nd GC Tour de Langkawi ('24),Visegrad 4 Bicycle Race - GP Slovakia ('22),Giro del Medio Brenta ('22),Soudal Quick-Step Devo Team,JCL Team UKYO,Beltrami TSA - Tre Colli,Beltrami TSA Marchiol,Team Beltrami Tsa – Hopplà – Petroli Firenze,Noceto Nial Cycling Team,,,,,,,,,Hills,
M,PT,Team Polti VisitMalta,PEÑALVER Manuel,Spain,27,10 December 1998,Torrevieja,1.77,70,2,204,stage Tour of Magnificent Qinghai ('25),stage Tour of China I ('18),2nd Veenendaal-Veenendaal ('26),Team Polti Kometa,Burgos - BH,Trevigiani Phonix - Hemus 1896,Castillo de Onda - Restaurante Z,,,,,,,,,,,Sprint,
M,PT,Team Polti VisitMalta,PIETROBON Andrea,Italy,27,11 March 1999,Pieve di Cadore,1.91,72,0,,3rd stage Giro d'Italia ('24),3rd Trofeo Alcide Degasperi ('18),7th stage Tour of the Alps ('26),Team Polti Kometa,EOLO-Kometa,EOLO-Kometa U23,Cycling Team Friuli ASD,Zalf Euromobil Désirée Fior,Northwave - Cofiloc,,,,,,,,,Hills,
M,PT,Team Polti VisitMalta,RACCAGNI Gabriele,Italy,23,5 February 2003,Brescia,1.84,65,0,,5th stage Tour of Istanbul ('25),5th KOM Tour de Hongrie ('25),6th KOM Tour Poitou - Charentes ('25),Team Polti Kometa,Team Polti Kometa U23,EOLO-Kometa U23,GC Feralpi Monteclarense,,,,,,,,,,,Sprint,
M,PT,Team Polti VisitMalta,SERRANO Javier,Spain,25,17 April 2001,Madrid,1.71,60,0,,3rd stage Int. Österreich-Rundfahrt - Tour of Austria ('23),6th Veenendaal-Veenendaal ('26),4th stage Tour du Rwanda ('24),Team Polti Kometa,EOLO-Kometa,EOLO-Kometa U23,Biesse Arvedi,Equipo Amateur Caja Rural - Seguros RGA,Polartec - Kometa Junior Team,,,,,,,,,Hills,
M,PT,Team Polti VisitMalta,SEVILLA Diego Pablo,Spain,30,4 March 1996,San Martín de la Vega,1.71,63,0,,6th Circuito de Getxo ('24),4th GC Tour of Rhodes ('18),4th stage Tour of Hainan ('26),Team Polti Kometa,EOLO-Kometa,Kometa Xstra Cycling Team,Kometa Cycling Team,Polartec-Kometa,Polartec - Fundación Contador,RH+ - Polartec-Fundación Contador,Specialized - Fundación Contador,Flex - Fundación Alberto Contador,Specialized - Fundación Alberto Contador,,,,,Hills,
M,PT,Team Polti VisitMalta,TERCERO Fernando,Spain,24,28 December 2001,Valdepeñas,1.82,63,0,,4th GC Tour de Langkawi ('24),2nd GC Ronde de l'Isard ('21),6th GC Tour de Langkawi ('25),Team Polti Kometa,EOLO-Kometa,EOLO-Kometa U23,Kometa U23,Polartec - Kometa Junior Team,,,,,,,,,,GC,
M,PT,Team Polti VisitMalta,TONELLI Alessandro,Italy,34,29 May 1992,Brescia,1.76,68,2,,stage Volta a la Comunitat Valenciana ('24),stage Tour of Croatia ('18),3rd stage Giro d'Italia ('22),VF Group - Bardiani CSF - Faizanè,Green Project - Bardiani CSF - Faizanè,Bardiani-CSF-Faizanè,Bardiani - CSF,Bardiani - CSF Pro Team,Zalf Euromobil Désirée Fior,Zalf Désirée Fior,,,,,,,,GC,
M,PT,TotalEnergies,BONNET Thomas,France,27,13 September 1998,Châtellerault,,,1,,stage Tour du Rwanda ('23),stage Tour de la Guadeloupe ('21),2nd GC Tour de Normandie ('22),Vendée U Pays de la Loire,B'Twin U19 AG2r La Mondiale,,,,,,,,,,,,,Oneday,
M,PT,TotalEnergies,BOUCHARD Geoffrey,France,34,1 April 1992,Dijon,1.78,63,1,,KOM Giro d'Italia ('21),KOM Vuelta a España ('19),stage Tour of the Alps ('22),Decathlon AG2R La Mondiale Team,AG2R Citroën Team,AG2R La Mondiale,,,,,,,,,,,,Climber,
M,PT,TotalEnergies,BOULAHOITE Rayan,France,22,24 February 2004,Colombes,1.83,75,0,,stage Tour du Maroc ('24),4th GC Tour of Holland ('25),2x 3rd stage Tour du Maroc ('24),Vendée U Pays de la Loire,Argenteuil Val de Seine Cyclisme 95,Team 94 Cycling,,,,,,,,,,,,Sprint,
M,PT,TotalEnergies,BREUILLARD Nicolas,France,26,13 March 2000,Pertuis,,,0,,5th GC Presidential Cycling Tour of Türkiye ('26),2nd Classica Camp de Morvedre ('25),4th La Polynormande ('25),St Michel - Preference Home - Auber93,St Michel - Mavic - Auber93,AVC Aix-en-Provence,,,,,,,,,,,,GC,
M,PT,TotalEnergies,BRUNEL Alexys,France,27,10 October 1998,Boulogne-sur-Mer,1.91,70,2,,Grote prijs Jean-Pierre Monseré ('25),stage Etoile de Bessèges ('20),Paris-Tours Espoirs ('19),Dunkerque Grand Littoral,Uni Sport Lamentinois,UAE Team Emirates,Groupama - FDJ,Equipe continentale Groupama-FDJ,CC Étupes,B'Twin U19 AG2r La Mondiale,,,,,,,,TT,
M,PT,TotalEnergies,BURGAUDEAU Mathieu,France,27,17 November 1998,Noirmoutier-en-l'Île,1.68,61,5,,GC Tour of Istanbul ('24),stage Paris-Nice ('22),2nd Bretagne Classic - Ouest-France ('23),Team Total Direct Energie,Vendée U Pays de la Loire,Direct Energie,Saint-Jean de Monts Vendée Cyclisme,,,,,,,,,,,Hills,
M,PT,TotalEnergies,DAUPHIN Florian,France,27,6 April 1999,Quimperlé,1.80,70,0,,GC Kreiz Breizh Elites ('24),stage Kreiz Breizh Elites ('24),3rd GC Kreiz Breizh Elites ('23),Arkéa - B&B Hôtels Continentale,Team Arkéa Samsic,Cre'Actuel-Marie Morin-U 22,B&B Hotels - KTM,VC Pays de Loudéac,B&B Hotels p/b KTM,Sojasun Espoir - ACNC,UC Quimperloise,,,,,,,Sprint,
M,PT,TotalEnergies,DELBOVE Joris,France,25,15 July 2000,Troyes,,,3,239,GC Tour de Langkawi ('25),stage Tour de Langkawi ('25),GC Tour Alsace ('24),St Michel - Mavic - Auber93,St Michel - Auber93,SCO Dijon - Team Matériel - Velo.com,UV Aube,,,,,,,,,,,GC,
M,PT,TotalEnergies,DELETTRE Alexandre,France,28,25 October 1997,Gonesse,1.70,62,0,94,2nd GC Tour du Limousin-Périgord - Nouvelle Aquitaine ('25),2nd GC Région Pays de la Loire Tour ('25),2nd Memorial Marco Pantani ('25),St Michel - Mavic - Auber93,Cofidis,DELKO,VC Villefranche Beaujolais,Delko Marseille Provence,M Santé Cyclisme,,,,,,,,,Oneday,
M,PT,TotalEnergies,DOUBEY Fabien,France,32,21 October 1993,Viriat,1.74,62,1,,GC Tour du Rwanda ('25),2nd stage Itzulia Basque Country ('22),2nd stage Tour du Rwanda ('25),Circus - Wanty Gobert,Wanty - Gobert Cycling Team,Wanty - Groupe Gobert,FDJ,CC Étupes,,,,,,,,,,GC,
M,PT,TotalEnergies,DUJARDIN Sandy,France,29,29 May 1997,Mont-Saint-Aignan,,,2,116,Maryland Cycling Classic ('25),stage Tour du Rwanda ('22),2nd Tour du Finistère ('23),Vendée U Pays de la Loire,EC Saint-Etienne Loire,UC Tain-Tournon,,,,,,,,,,,,Oneday,
M,PT,TotalEnergies,GACHIGNARD Thomas,France,25,17 August 2000,Niort,,,1,,stage Tour du Limousin-Périgord - Nouvelle Aquitaine ('25),4th GC Tour Poitou - Charentes ('24),3rd National Championships France ME - Road Race ('24),St Michel - Mavic - Auber93,St Michel - Auber93,Sojasun Espoir - ACNC,Swiss Racing Academy,Dinan Sport Cycling,Oceane Top 16,SV Fontenaisienne,,,,,,,,GC,
M,PT,TotalEnergies,GRELLIER Fabien,France,31,31 October 1994,La Roche-sur-Yon,1.80,65,0,,2nd La Roue Tourangelle ('17),2nd stage Tour of Oman ('19),3rd stage Tour du Limousin-Périgord - Nouvelle Aquitaine ('18),Team Total Direct Energie,Direct Energie,Vendée U,,,,,,,,,,,,Oneday,
M,PT,TotalEnergies,GUERNALEC Thibault,France,28,31 July 1997,Châteaulin,1.85,71,0,,"2x 4th GC Tour Poitou - Charentes ('23, '20)",4th GC Vuelta a la Región de Murcia ('20),6th GC Volta ao Algarve em Bicicleta ('21),Arkéa - B&B Hotels,Team Arkéa Samsic,Team Fortuneo - Samsic,Fortuneo - Oscaro,VC Châteaulinois,,,,,,,,,,TT,
M,PT,TotalEnergies,JEANNIÈRE Emilien,France,27,26 September 1998,Saint-Paul-en-Pareds,,,5,49,GC Tour de Kyushu ('24),2nd Bretagne Classic ('25),stage Boucles de la Mayenne ('24),Vendée U Pays de la Loire,Velo Club Herbretais,,,,,,,,,,,,,Oneday,
M,PT,TotalEnergies,JEGAT Jordan,France,26,7 June 1999,Vannes,1.76,59,1,75,Classic Grand Besançon Doubs ('26),2nd Tour du Jura Cycliste ('24),4th GC Presidential Cycling Tour of Türkiye ('26),CIC U Nantes Atlantique,Team U Nantes Atlantique,WB - Fybolia Locminé,OC Locminé,,,,,,,,,,,Climber,
M,PT,TotalEnergies,JOUSSEAUME Alan,France,27,3 August 1998,Vannes,,,0,,2nd stage Vuelta a Andalucia Ruta Ciclista Del Sol ('25),3rd GC Ronde de l'Isard ('20),9th Classic Loire Atlantique ('22),Vendée U Pays de la Loire,,,,,,,,,,,,,,Oneday,
M,PT,TotalEnergies,LE BERRE Mathis,France,25,16 April 2001,Saint-Brieuc,1.76,68,0,,GC Tour de Normandie ('22),stage Tour de Normandie ('22),2nd Paris-Tours Espoirs ('22),Arkéa - B&B Hotels,Team Arkéa Samsic,Côtes d'Armor-Marie Morin-U,,,,,,,,,,,,Hills,
M,PT,TotalEnergies,LEROUX Samuel,France,31,27 November 1994,Boulogne-sur-Mer,1.89,79,3,,GC Tour Poitou - Charentes ('25),GC Tour d'Eure-et-Loir ('22),stage Etoile de Bessèges ('24),Van Rysel - Roubaix,Van Rysel - Roubaix Lille Métropole,Go Sport - Roubaix Lille Métropole,Xelliss - Roubaix Lille Métropole,Natura4Ever - Roubaix Lille Métropole,Roubaix Lille Métropole,CC Nogent-sur-Oise,Veranclassic - AGO,Dunkerque Littoral Cyclisme,ESEG Douai,,,,,GC,
M,PT,TotalEnergies,LÉVÊQUE Théo,France,22,21 January 2004,Saint-Nazaire,,,0,,6th stage Ronde de l'Isard ('25),18th Clàssica Terres de l'Ebre ('26),9th National Championships France MU - Road Race ('25),Vendée U Pays de la Loire,Dinan Sport Cycling,Sojasun Espoir - ACNC,UC Nantes Atlantique Junior,,,,,,,,,,,Hills,
M,PT,TotalEnergies,MANZIN Lorrenzo,France,31,26 July 1994,Saint-Denis,1.75,69,6,,La Roue Tourangelle ('15),"3x stage La Tropicale Amissa Bongo ('20, '19)",GC Le Tour de Bretagne Cycliste ('19),Team Total Direct Energie,Vital Concept - B&B Hotels,Vital Concept Cycling Club,FDJ,FDJ.fr,Team U Nantes Atlantique,,,,,,,,,Sprint,
M,PT,TotalEnergies,MARCEROU Nicola,France,23,23 September 2002,Nîmes,,,0,,2x 8th stage Flèche du Sud ('24),9th stage Ronde de l'Oise ('23),10th Points GC Flèche du Sud ('24),Vendée U Pays de la Loire,Team Culture Velo U19,,,,,,,,,,,,,Oneday,
M,PT,TotalEnergies,RETAILLEAU Valentin,France,25,18 June 2000,Limoges,1.81,64,1,,stage Boucles de la Mayenne ('24),2nd stage Vuelta a Burgos ('22),stage Alpes Isère Tour ('22),Decathlon AG2R La Mondiale Team,AG2R Citroën Team,AG2R Citroën U23 Team,Van Rysel-AG2R La Mondiale,B'Twin U19 AG2r La Mondiale,,,,,,,,,,Hills,
M,PT,TotalEnergies,TESSON Jason,France,28,9 January 1998,Angers,1.66,59,10,,Classic Var ('26),La Roue Tourangelle ('24),"2x stage Tour Poitou - Charentes ('25, '21)",St Michel - Auber93,Rally Cycling,Sojasun Espoir - ACNC,VS Valletais,,,,,,,,,,,Sprint,
M,PT,TotalEnergies,THIERRY Pierre,France,23,31 May 2003,Sérent,,,0,,Grand Prix de Plouay ('23),stage Kreiz Breizh Elites ('23),3rd Grand Prix Criquielion ('26),Arkéa - B&B Hotels,Arkéa - B&B Hôtels Continentale,Morbihan Fybolia GOA,Team Arkéa Samsic,WB - Fybolia Morbihan,OC Locminé,,,,,,,,,Oneday,
M,PT,TotalEnergies,TURGIS Anthony,France,32,16 May 1994,Bourg-la-Reine,1.78,70,7,149,stage Tour de France ('24),GC Boucles de la Mayenne ('15),Grand Prix Cycliste la Marseillaise ('19),Team Total Direct Energie,"Cofidis, Solutions Crédits",CC Nogent-sur-Oise,,,,,,,,,,,,Oneday,
M,PT,TotalEnergies,VADIC Baptiste,France,24,15 April 2002,Guéret,,,0,,2nd GC Tour of Istanbul ('25),stage Ronde de l'Oise ('23),stage Tour de la Mirabelle ('22),Vendée U Pays de la Loire,Van Rysel - AG2R La Mondiale,,,,,,,,,,,,,TT,
M,PT,TotalEnergies,VERCHER Mattéo,France,25,26 January 2001,Lyon,,,1,,Tour du Doubs ('25),2nd stage Tour de France ('24),3rd Giro del Veneto ('22),Vendée U Pays de la Loire,Team Materiel - Velo.com - VC Vaulx-en-Velin,,,,,,,,,,,,,Hills,
M,PT,Tudor Pro Cycling Team,ALAPHILIPPE Julian,France,33,11 June 1992,Saint-Amand-Montrond,1.73,62,45,63,"2x World Championships ME - Road Race ('21, '20)","3x La Flèche Wallonne ('21, '19, '18)","6x stage Tour de France ('21, '20, '19, '18)",Soudal Quick-Step,Quick-Step Alpha Vinyl Team,Deceuninck - Quick Step,Quick-Step Floors,Etixx - Quick Step,Omega Pharma - Quick-Step,Etixx-iHNed,Armée de Terre,US Florentaise Cyclisme,,,,,,Oneday,
M,PT,Tudor Pro Cycling Team,BARTA Will,United States,30,4 January 1996,Boise,1.80,61,1,,stage Volta a la Comunitat Valenciana ('24),2nd stage Vuelta a España ('20),2nd National Championships United States ME - ITT ('23),Movistar Team,EF Education - Nippo,CCC Team,Hagens Berman Axeon,Axeon Hagens Berman,Axeon Cycling Team,,,,,,,,,TT,
M,PT,Tudor Pro Cycling Team,BRENNER Marco,Germany,23,27 August 2002,Augsburg,1.81,59,2,,2nd Faun-Ardèche Classic ('25),stage Settimana Internazionale Coppi e Bartali ('24),National Championships Germany ME - Road Race ('24),Team dsm - firmenich,Team DSM,Team Auto Eder Bayern,,,,,,,,,,,,GC,
M,PT,Tudor Pro Cycling Team,DE KLEIJN Arvid,Netherlands,32,21 March 1994,Herveld,1.71,68,18,,Milano - Torino ('23),GP de Fourmies / La Voix du Nord ('24),"6x stage Tour de Langkawi ('25, '24, '23)",Human Powered Health,Rally Cycling,Riwal Securitas Cycling Team,Metec - TKH Continental Cyclingteam p/b Mantel,Baby-Dump Cyclingteam,Cyclingteam Jo Piels,,,,,,,,,Sprint,
M,PT,Tudor Pro Cycling Team,DONZÉ Robin,Switzerland,22,6 November 2003,Sierre,,,0,,8th World Championships MU - Road Race ('25),9th GC Ronde de l'Isard ('24),16th GC Settimana Internazionale Coppi e Bartali ('26),Tudor Pro Cycling Team U23,AG2R Citroën U19 Team,,,,,,,,,,,,,Oneday,
M,PT,Tudor Pro Cycling Team,ERIKSSON Jacob,Sweden,26,1 October 1999,Gånghester,,,1,,National Championships Sweden ME - Road Race ('24),2nd National Championships Sweden ME - Road Race ('20),4th Volta Limburg Classic ('22),Riwal Cycling Team,Team Coop,DESTIL - Parkhotel Valkenburg,,,,,,,,,,,,Oneday,
M,PT,Tudor Pro Cycling Team,FROIDEVAUX Robin,Switzerland,27,17 October 1998,Morges,1.83,71,1,,National Championships Switzerland ME - Road Race ('22),stage Istarsko Proljeće - Istrian Spring Trophy ('22),3rd stage Tour de Luxembourg ('24),Swiss Racing Academy,Akros - Excelsior - Thömus,AKROS - Thömus,Akros - Renfer SA,Roth-Akros Devo,,,,,,,,,,Hills,
M,PT,Tudor Pro Cycling Team,HALLER Marco,Austria,35,1 April 1991,Sankt Veit an der Glan,1.78,72,6,,Cyclassics Hamburg ('22),GC Tour des Fjords ('15),stage Tour of Beijing ('12),Red Bull - BORA - hansgrohe,BORA - hansgrohe,Bahrain - Victorious,Bahrain - McLaren,Team Katusha Alpecin,Team Katusha,Adria Mobil,Tyrol - Team Radland Tirol,,,,,,,Oneday,
M,PT,Tudor Pro Cycling Team,HIRSCHI Marc,Switzerland,27,24 August 1998,Bern,1.74,61,24,112,Donostia San Sebastian Klasikoa ('24),Bretagne Classic - Ouest-France ('24),La Flèche Wallonne ('20),UAE Team Emirates,Team DSM,Team Sunweb,Development Team Sunweb,BMC Development Team,RRC Bern,,,,,,,,,Oneday,
M,PT,Tudor Pro Cycling Team,KELEMEN Petr,Czechia,25,18 November 2000,Pilsen,1.92,70,0,,2nd Strade Bianche di Romagna ('22),2nd National Championships Czech Republic ME - ITT ('23),3rd GC Dookoła Mazowsza ('21),Elkov - Kasper,CCC Development Team,UCI WCC Men's Team,,,,,,,,,,,,Oneday,
M,PT,Tudor Pro Cycling Team,KLUCKERS Arthur,Luxembourg,26,15 March 2000,Luxembourg,1.92,71,2,,National Championships Luxembourg ME - ITT ('24),National Championships Luxembourg ME - Road Race ('25),stage Tour Alsace ('22),Leopard Pro Cycling,UAE Team Emirates,,,,,,,,,,,,,TT,
M,PT,Tudor Pro Cycling Team,KOLZE CHANGIZI Sebastian,Denmark,25,29 December 2000,Silkeborg,,,0,,stage Course de la Paix Grand Prix Jeseníky ('22),stage Flèche du Sud ('22),2nd Gent-Wevelgem / Kattekoers-Ieper ('22),Cofidis,Team ColoQuick,AURA Energi - JS.dk,Team Mascot Workwear,,,,,,,,,,,Sprint,
M,PT,Tudor Pro Cycling Team,KÜNG Stefan,Switzerland,32,16 November 1993,Wil,1.93,83,30,,"3x Chrono des Nations ('24, '22, '21)",GC Volta a la Comunitat Valenciana ('21),"3x stage Tour de Suisse ('23, '21, '18)",Groupama - FDJ,BMC Racing Team,BMC Development Team,,,,,,,,,,,,TT,
M,PT,Tudor Pro Cycling Team,LIENHARD Fabian,Switzerland,32,3 September 1993,Steinmaur,1.83,73,0,,Trofej Poreč - Poreč Trophy ('19),stage Tour de Normandie ('18),stage Tour du Loir et Cher ('19),Groupama - FDJ,IAM Excelsior,Holowesko - Citadel p/b Arapahoe Resources,Team Vorarlberg,BMC Racing Team,BMC Development Team,,,,,,,,,Oneday,
M,PT,Tudor Pro Cycling Team,MAYRHOFER Marius,Germany,25,18 September 2000,Tübingen,1.82,70,2,,Cadel Evans Great Ocean Road Race ('23),stage Boucles de la Mayenne ('25),2nd Trofeo Pollença - Port d'Andratx ('24),Team dsm - firmenich,Team DSM,Development Team DSM,Development Team Sunweb,Team Wipotec,,,,,,,,,,Hills,
M,PT,Tudor Pro Cycling Team,MIKUTIS Aivaras,Lithuania,23,16 September 2002,Kvedarna,,,4,,"3x National Championships Lithuania ME - ITT ('25, '23, '22)",National Championships Lithuania ME - Road Race ('25),"3x 2nd National Championships Lithuania ME - Road Race ('24, '22, '21)",Tudor Pro Cycling Team U23,Team Ampler - Tartu2024,Ampler Development Team,,,,,,,,,,,,TT,
M,PT,Tudor Pro Cycling Team,MOZZATO Luca,Italy,28,15 February 1998,Arzignano,1.78,67,3,131,Bredene Koksijde Classic ('24),Binche - Chimay - Binche / Mémorial Frank Vandenbroucke ('23),2nd Ronde van Vlaanderen ('24),Arkéa - B&B Hotels,Team Arkéa Samsic,B&B Hotels - KTM,B&B Hotels p/b KTM,B&B Hotels - Vital Concept p/b KTM,Dimension Data for Qhubeka,Zalf Euromobil Désirée Fior,Contri Autozai TTNK,,,,,,,Oneday,
M,PT,Tudor Pro Cycling Team,PLUIMERS Rick,Netherlands,25,7 December 2000,Enter,1.80,67,1,,Muscat Classic ('25),2nd SUPER 8 Classic ('24),2nd stage Tirreno-Adriatico ('25),Jumbo-Visma Development Team,Monkey Town - à Bloc CT,,,,,,,,,,,,,Oneday,
M,PT,Tudor Pro Cycling Team,RONDEL Mathys,France,22,23 September 2003,Le Mans,,,0,50,GC Orlen Nations Grand Prix ('24),2nd Trofeo Andratx - Pollença ('26),2nd Trofeo Tessile & Moda - Valdengo Oropa ('25),Tudor Pro Cycling Team U23,VC Pays de Loudéac,UC Montgesnoise,,,,,,,,,,,,GC,
M,PT,Tudor Pro Cycling Team,STORER Michael,Australia,29,28 February 1997,Perth,1.77,63,10,43,2x stage Vuelta a España ('21),"2x GC Tour de l'Ain ('23, '21)",GC Tour of the Alps ('25),Groupama - FDJ,Team DSM,Team Sunweb,Mitchelton Scott,Jayco-AIS World Tour Academy,APT - SPIE - Douterloigne,,,,,,,,,Climber,
M,PT,Tudor Pro Cycling Team,STORK Florian,Germany,29,27 April 1997,Bünde,1.85,65,1,,Trofeo Serra Tramuntana ('25),"2x 2nd stage Giro d'Italia ('26, '25)",6th GC Deutschland Tour ('24),Team dsm - firmenich,Team DSM,Team Sunweb,Development Team Sunweb,Team Sauerland NRW p/b Henley & Partners,Team Rose NRW,,,,,,,,,Climber,
M,PT,Tudor Pro Cycling Team,SUTER Joel,Switzerland,27,25 October 1998,Frutigen,1.90,75,2,,stage Giro di Sicilia ('23),2nd Trofeo Calvia ('22),National Championships Switzerland ME - ITT ('22),UAE Team Emirates,Bingoal Pauwels Sauces WB,Bingoal - Wallonie Bruxelles,AKROS - Thömus,Akros - Renfer SA,,,,,,,,,,TT,
M,PT,Tudor Pro Cycling Team,THALMANN Roland,Switzerland,32,5 August 1993,Romoos,1.78,61,0,,stage Tour Alsace ('22),2nd GC Le Tour de Savoie Mont Blanc ('21),3rd GC Tour Alsace ('22),Team Vorarlberg,Team Vorarlberg Santic,Roth-Akros,Team Roth,Roth - Skoda,Team ROTH FELT,Maca-Loca Scott,,,,,,,,GC,
M,PT,Tudor Pro Cycling Team,TRENTIN Matteo,Italy,36,2 August 1989,Borgo Valsugana,1.79,74,32,76,"3x stage Tour de France ('19, '14, '13)",4x stage Vuelta a España ('17),"3x Paris - Tours ('25, '17, '15)",UAE Team Emirates,CCC Team,Mitchelton-Scott,Quick-Step Floors,Etixx - Quick Step,Omega Pharma - Quick-Step,Quickstep Cycling Team,Team Brilla,Marchiol - Pasta Montegrappa - Orogildo,Industrial Forniture Moro-Viotto,Industrial Forniture Moro,,,,Oneday,
M,PT,Tudor Pro Cycling Team,VOISARD Yannis,Switzerland,27,26 July 1998,Fontenais,Weight: 56 kg,56,2,141,stage Tour de Hongrie ('23),stage AlUla Tour ('26),GC Alpes Isère Tour ('22),Team Arkéa Samsic,Swiss Racing Academy,AKROS - Thömus,Akros - Renfer SA,Roth-Akros Devo,,,,,,,,,,GC,
M,PT,Tudor Pro Cycling Team,WARBASSE Larry,United States,35,28 June 1990,Traverse City,1.83,67,2,,stage Tour de Suisse ('17),National Championships United States ME - Road Race ('17),3rd stage Tour de Suisse ('14),Decathlon AG2R La Mondiale Team,AG2R Citroën Team,AG2R La Mondiale,Aqua Blue Sport,IAM Cycling,BMC Racing Team,,,,,,,,,GC,
M,PT,Tudor Pro Cycling Team,WEISS Fabian,Switzerland,24,11 April 2002,Rheinfelden,,,0,,5th European Continental Championships MU - Road Race ('24),4th European Continental Championships MU - ITT ('22),5th European Continental Championships MU - ITT ('24),Tudor Pro Cycling Team U23,Swiss Racing Academy,Akros-Thömus Development Team,,,,,,,,,,,,TT,
